kind,series_name,series_imdb_id,season,episode,original_air_date,original_air_year,rating,votes,runtime,is_comedy,is_drama
tv series,Terrace House: Aloha State,6588218,1,16,7 Mar. 2017,2017,7.2,10,,0,0
tv series,Terrace House: Aloha State,6588218,1,17,21 Mar. 2017,2017,6.7,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,18,28 Mar. 2017,2017,6.3,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,19,4 Apr. 2017,2017,6.5,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,20,11 Apr. 2017,2017,6.3,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,21,25 Apr. 2017,2017,6,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,22,2-May-17,2017,5.8,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,23,9-May-17,2017,6.2,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,24,16-May-17,2017,6.8,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,25,30-May-17,2017,6.8,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,26,6 Jun. 2017,2017,6.8,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,27,13 Jun. 2017,2017,6.8,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,28,20 Jun. 2017,2017,6.3,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,29,4 Jul. 2017,2017,6.3,6,,0,0
tv series,Terrace House: Aloha State,6588218,1,30,11 Jul. 2017,2017,5.8,,,0,0
tv series,Terrace House: Aloha State,6588218,1,31,18 Jul. 2017,2017,5.8,,,0,0
tv series,Terrace House: Aloha State,6588218,1,32,25 Jul. 2017,2017,6,,,0,0
tv series,Terrace House: Aloha State,6588218,1,33,8 Aug. 2017,2017,6.4,,,0,0
tv series,Terrace House: Aloha State,6588218,1,34,15 Aug. 2017,2017,6.8,,,0,0
tv series,Terrace House: Aloha State,6588218,1,35,22 Aug. 2017,2017,6.6,,,0,0
tv series,Terrace House: Aloha State,6588218,1,36,29 Aug. 2017,2017,5.8,,,0,0
tv series,World's Most Wanted,12753698,1,1,5 Aug. 2020,2020,7.5,95,,0,0
tv series,World's Most Wanted,12753698,1,2,5 Aug. 2020,2020,7.5,71,,0,0
tv series,World's Most Wanted,12753698,1,3,5 Aug. 2020,2020,7.2,71,,0,0
tv series,World's Most Wanted,12753698,1,4,5 Aug. 2020,2020,7.4,61,,0,0
tv series,World's Most Wanted,12753698,1,5,5 Aug. 2020,2020,7.7,58,,0,0
tv series,Medal of Honor,7440274,1,1,9 Nov. 2018,2018,8.4,125,56,0,0
tv series,Medal of Honor,7440274,1,2,9 Nov. 2018,2018,8.5,106,61,0,0
tv series,Medal of Honor,7440274,1,3,9 Nov. 2018,2018,8.9,116,55,0,0
tv series,Medal of Honor,7440274,1,4,9 Nov. 2018,2018,8.9,94,52,0,0
tv series,Medal of Honor,7440274,1,5,9 Nov. 2018,2018,9,83,46,0,0
tv series,Medal of Honor,7440274,1,6,9 Nov. 2018,2018,9,85,47,0,0
tv series,Medal of Honor,7440274,1,7,9 Nov. 2018,2018,8.5,68,60,0,0
tv series,Medal of Honor,7440274,1,8,9 Nov. 2018,2018,8.5,68,61,0,0
tv series,Atypical,6315640,1,1,11 Aug. 2017,2017,8.2,1278,38,1,1
tv series,Atypical,6315640,1,2,11 Aug. 2017,2017,7.8,1059,34,1,1
tv series,Atypical,6315640,1,3,11 Aug. 2017,2017,8,997,32,1,1
tv series,Atypical,6315640,1,4,11 Aug. 2017,2017,8.4,997,33,1,1
tv series,Atypical,6315640,1,5,11 Aug. 2017,2017,8.3,957,31,1,1
tv series,Atypical,6315640,1,6,11 Aug. 2017,2017,8.2,917,31,1,1
tv series,Atypical,6315640,1,7,11 Aug. 2017,2017,8.3,917,29,1,1
tv series,Atypical,6315640,1,8,11 Aug. 2017,2017,9,1154,37,1,1
tv series,Atypical,6315640,2,1,7 Sep. 2018,2018,8.2,789,30,1,1
tv series,Atypical,6315640,2,2,7 Sep. 2018,2018,8.1,733,29,1,1
tv series,Atypical,6315640,2,3,7 Sep. 2018,2018,8.1,722,30,1,1
tv series,Atypical,6315640,2,4,7 Sep. 2018,2018,8.5,731,32,1,1
tv series,Atypical,6315640,2,5,7 Sep. 2018,2018,8.1,707,30,1,1
tv series,Atypical,6315640,2,6,7 Sep. 2018,2018,8.5,733,29,1,1
tv series,Atypical,6315640,2,7,7 Sep. 2018,2018,8.3,689,31,1,1
tv series,Atypical,6315640,2,8,7 Sep. 2018,2018,8.1,682,26,1,1
tv series,Atypical,6315640,2,9,7 Sep. 2018,2018,8.5,750,30,1,1
tv series,Atypical,6315640,2,10,7 Sep. 2018,2018,9.2,1098,34,1,1
tv series,Atypical,6315640,3,1,1 Nov. 2019,2019,8,618,33,1,1
tv series,Atypical,6315640,3,2,1 Nov. 2019,2019,8.1,577,26,1,1
tv series,Atypical,6315640,3,3,1 Nov. 2019,2019,8.1,557,31,1,1
tv series,Atypical,6315640,3,4,1 Nov. 2019,2019,8.3,583,34,1,1
tv series,Atypical,6315640,3,5,1 Nov. 2019,2019,8.5,569,28,1,1
tv series,Atypical,6315640,3,6,1 Nov. 2019,2019,9.1,780,34,1,1
tv series,Atypical,6315640,3,7,1 Nov. 2019,2019,8.4,584,30,1,1
tv series,Atypical,6315640,3,8,1 Nov. 2019,2019,8.8,615,34,1,1
tv series,Atypical,6315640,3,9,1 Nov. 2019,2019,8.6,527,35,1,1
tv series,Atypical,6315640,3,10,1 Nov. 2019,2019,8.9,663,34,1,1
tv series,Atypical,6315640,4,1,2021,,,,,1,1
tv series,Atypical,6315640,4,2,2021,,,,,1,1
tv series,Atypical,6315640,4,3,2021,,,,,1,1
tv series,Atypical,6315640,4,4,2021,,,,,1,1
tv series,Atypical,6315640,4,5,2021,,,,,1,1
tv series,Atypical,6315640,4,6,2021,,,,,1,1
tv series,Atypical,6315640,4,7,2021,,,,,1,1
tv series,Atypical,6315640,4,8,2021,,,,,1,1
tv series,Atypical,6315640,4,9,2021,,,,,1,1
tv series,Atypical,6315640,4,10,2021,,,,,1,1
tv series,Wu Assassins,8652642,1,1,8 Aug. 2019,2019,7.3,513,44,0,1
tv series,Wu Assassins,8652642,1,2,8 Aug. 2019,2019,7.3,386,41,0,1
tv series,Wu Assassins,8652642,1,3,8 Aug. 2019,2019,7.6,354,46,0,1
tv series,Wu Assassins,8652642,1,4,8 Aug. 2019,2019,7.7,340,42,0,1
tv series,Wu Assassins,8652642,1,5,8 Aug. 2019,2019,7.5,314,48,0,1
tv series,Wu Assassins,8652642,1,6,8 Aug. 2019,2019,7.4,293,46,0,1
tv series,Wu Assassins,8652642,1,7,8 Aug. 2019,2019,7.6,300,50,0,1
tv series,Wu Assassins,8652642,1,8,8 Aug. 2019,2019,7.6,295,40,0,1
tv series,Wu Assassins,8652642,1,9,8 Aug. 2019,2019,7.6,275,40,0,1
tv series,Wu Assassins,8652642,1,10,8 Aug. 2019,2019,7,297,47,0,1
tv series,V-Wars,7403736,1,1,5 Dec. 2019,2019,7.4,682,56,0,1
tv series,V-Wars,7403736,1,2,5 Dec. 2019,2019,7.2,522,36,0,1
tv series,V-Wars,7403736,1,3,5 Dec. 2019,2019,7.3,462,37,0,1
tv series,V-Wars,7403736,1,4,5 Dec. 2019,2019,7.3,429,45,0,1
tv series,V-Wars,7403736,1,5,5 Dec. 2019,2019,7.3,388,47,0,1
tv series,V-Wars,7403736,1,6,5 Dec. 2019,2019,7.3,368,44,0,1
tv series,V-Wars,7403736,1,7,5 Dec. 2019,2019,7.3,360,38,0,1
tv series,V-Wars,7403736,1,8,5 Dec. 2019,2019,7.2,346,36,0,1
tv series,V-Wars,7403736,1,9,5 Dec. 2019,2019,7.5,366,45,0,1
tv series,V-Wars,7403736,1,10,5 Dec. 2019,2019,7.5,400,37,0,1
tv series,La niña,5677942,1,1,2016,,8.9,7,,0,1
tv series,La niña,5677942,1,2,2016,,,,,0,1
tv series,La niña,5677942,1,3,2016,,,,,0,1
tv series,La niña,5677942,1,4,2016,,,,,0,1
tv series,La niña,5677942,1,5,2016,,,,,0,1
tv series,La niña,5677942,1,6,2016,,,,,0,1
tv series,La niña,5677942,1,7,2016,,,,,0,1
tv series,La niña,5677942,1,8,2016,,,,,0,1
tv series,La niña,5677942,1,9,2016,,,,,0,1
tv series,La niña,5677942,1,10,2016,,,,,0,1
tv series,La niña,5677942,1,11,2016,,,,,0,1
tv series,La niña,5677942,1,12,2016,,,,,0,1
tv series,La niña,5677942,1,13,2016,,,,,0,1
tv series,La niña,5677942,1,14,2016,,,,,0,1
tv series,La niña,5677942,1,15,2016,,,,,0,1
tv series,La niña,5677942,1,16,2016,,,,,0,1
tv series,La niña,5677942,1,17,2016,,,,,0,1
tv series,La niña,5677942,1,18,2016,,,,,0,1
tv series,La niña,5677942,1,19,2016,,,,,0,1
tv series,La niña,5677942,1,20,2016,,,,,0,1
tv series,La niña,5677942,1,21,2016,,,,,0,1
tv series,La niña,5677942,1,22,2016,,,,,0,1
tv series,La niña,5677942,1,23,2016,,,,,0,1
tv series,La niña,5677942,1,24,2016,,,,,0,1
tv series,La niña,5677942,1,25,2016,,,,,0,1
tv series,La niña,5677942,1,26,2016,,,,,0,1
tv series,La niña,5677942,1,27,2016,,,,,0,1
tv series,La niña,5677942,1,28,2016,,,,,0,1
tv series,La niña,5677942,1,29,2016,,,,,0,1
tv series,La niña,5677942,1,30,2016,,,,,0,1
tv series,La niña,5677942,1,31,2016,,,,,0,1
tv series,La niña,5677942,1,32,2016,,,,,0,1
tv series,La niña,5677942,1,33,2016,,,,,0,1
tv series,La niña,5677942,1,34,2016,,,,,0,1
tv series,La niña,5677942,1,35,2016,,,,,0,1
tv series,La niña,5677942,1,36,2016,,,,,0,1
tv series,La niña,5677942,1,37,2016,,,,,0,1
tv series,La niña,5677942,1,38,2016,,,,,0,1
tv series,La niña,5677942,1,39,2016,,,,,0,1
tv series,La niña,5677942,1,40,2016,,,,,0,1
tv series,La niña,5677942,1,41,2016,,,,,0,1
tv series,La niña,5677942,1,42,2016,,,,,0,1
tv series,La niña,5677942,1,43,2016,,,,,0,1
tv series,La niña,5677942,1,44,2016,,,,,0,1
tv series,La niña,5677942,1,45,2016,,,,,0,1
tv series,La niña,5677942,1,46,2016,,,,,0,1
tv series,La niña,5677942,1,47,2016,,,,,0,1
tv series,La niña,5677942,1,48,2016,,,,,0,1
tv series,La niña,5677942,1,49,2016,,,,,0,1
tv series,La niña,5677942,1,50,2016,,,,,0,1
tv series,La niña,5677942,1,51,2016,,,,,0,1
tv series,La niña,5677942,1,52,2016,,,,,0,1
tv series,La niña,5677942,1,53,2016,,,,,0,1
tv series,La niña,5677942,1,54,2016,,,,,0,1
tv series,La niña,5677942,1,55,2016,,,,,0,1
tv series,La niña,5677942,1,56,2016,,,,,0,1
tv series,La niña,5677942,1,57,2016,,,,,0,1
tv series,La niña,5677942,1,58,2016,,,,,0,1
tv series,La niña,5677942,1,59,2016,,,,,0,1
tv series,La niña,5677942,1,60,2016,,,,,0,1
tv series,La niña,5677942,1,61,2016,,,,,0,1
tv series,La niña,5677942,1,62,2016,,,,,0,1
tv series,La niña,5677942,1,63,2016,,,,,0,1
tv series,La niña,5677942,1,64,2016,,,,,0,1
tv series,La niña,5677942,1,65,2016,,,,,0,1
tv series,La niña,5677942,1,66,2016,,,,,0,1
tv series,La niña,5677942,1,67,2016,,,,,0,1
tv series,La niña,5677942,1,68,2016,,,,,0,1
tv series,La niña,5677942,1,69,2016,,,,,0,1
tv series,La niña,5677942,1,70,2016,,,,,0,1
tv series,La niña,5677942,1,71,2016,,,,,0,1
tv series,La niña,5677942,1,72,2016,,,,,0,1
tv series,La niña,5677942,1,73,2016,,,,,0,1
tv series,La niña,5677942,1,74,2016,,,,,0,1
tv series,La niña,5677942,1,75,2016,,,,,0,1
tv series,La niña,5677942,1,76,2016,,,,,0,1
tv series,La niña,5677942,1,77,2016,,,,,0,1
tv series,La niña,5677942,1,78,2016,,,,,0,1
tv series,La niña,5677942,1,79,2016,,,,,0,1
tv series,La niña,5677942,1,80,2016,,,,,0,1
tv series,La niña,5677942,1,81,2016,,,,,0,1
tv series,La niña,5677942,1,82,2016,,,,,0,1
tv series,La niña,5677942,1,83,2016,,,,,0,1
tv series,La niña,5677942,1,84,2016,,,,,0,1
tv series,La niña,5677942,1,85,2016,,,,,0,1
tv series,La niña,5677942,1,86,2016,,,,,0,1
tv series,The Punisher,5675620,1,1,17 Nov. 2017,2017,8.6,6886,51,0,1
tv series,The Punisher,5675620,1,2,17 Nov. 2017,2017,8.3,5871,57,0,1
tv series,The Punisher,5675620,1,3,17 Nov. 2017,2017,8.5,5631,58,0,1
tv series,The Punisher,5675620,1,4,17 Nov. 2017,2017,8.4,5309,49,0,1
tv series,The Punisher,5675620,1,5,17 Nov. 2017,2017,8.7,5303,55,0,1
tv series,The Punisher,5675620,1,6,17 Nov. 2017,2017,8.3,5067,55,0,1
tv series,The Punisher,5675620,1,7,17 Nov. 2017,2017,8.7,5074,49,0,1
tv series,The Punisher,5675620,1,8,17 Nov. 2017,2017,8.9,5150,53,0,1
tv series,The Punisher,5675620,1,9,17 Nov. 2017,2017,9,5231,54,0,1
tv series,The Punisher,5675620,1,10,17 Nov. 2017,2017,9.2,5980,49,0,1
tv series,The Punisher,5675620,1,11,17 Nov. 2017,2017,9.3,6299,52,0,1
tv series,The Punisher,5675620,1,12,17 Nov. 2017,2017,9.5,7890,51,0,1
tv series,The Punisher,5675620,1,13,17 Nov. 2017,2017,9.2,6377,55,0,1
tv series,The Punisher,5675620,2,1,18 Jan. 2019,2019,9,4680,53,0,1
tv series,The Punisher,5675620,2,2,18 Jan. 2019,2019,8.2,3559,55,0,1
tv series,The Punisher,5675620,2,3,18 Jan. 2019,2019,8.9,3721,51,0,1
tv series,The Punisher,5675620,2,4,18 Jan. 2019,2019,7.9,3237,58,0,1
tv series,The Punisher,5675620,2,5,18 Jan. 2019,2019,8.4,3117,51,0,1
tv series,The Punisher,5675620,2,6,18 Jan. 2019,2019,8.1,3006,57,0,1
tv series,The Punisher,5675620,2,7,18 Jan. 2019,2019,8.4,2977,52,0,1
tv series,The Punisher,5675620,2,8,18 Jan. 2019,2019,8.3,2936,49,0,1
tv series,The Punisher,5675620,2,9,18 Jan. 2019,2019,8.3,2867,58,0,1
tv series,The Punisher,5675620,2,10,18 Jan. 2019,2019,8.8,3144,47,0,1
tv series,The Punisher,5675620,2,11,18 Jan. 2019,2019,8.5,2875,55,0,1
tv series,The Punisher,5675620,2,12,18 Jan. 2019,2019,8.9,3061,50,0,1
tv series,The Punisher,5675620,2,13,18 Jan. 2019,2019,9.1,3797,58,0,1
tv series,Super Monsters,6214876,1,1,13 Oct. 2017,2017,6.6,12,,1,0
tv series,Super Monsters,6214876,1,2,13 Oct. 2017,2017,6,9,,1,0
tv series,Super Monsters,6214876,1,3,13 Oct. 2017,2017,5.2,,,1,0
tv series,Super Monsters,6214876,1,4,13 Oct. 2017,2017,5.8,6,,1,0
tv series,Super Monsters,6214876,1,5,13 Oct. 2017,2017,5.2,,,1,0
tv series,Super Monsters,6214876,1,6,13 Oct. 2017,2017,5.2,,,1,0
tv series,Super Monsters,6214876,1,7,13 Oct. 2017,2017,5.2,,,1,0
tv series,Super Monsters,6214876,1,8,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,9,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,10,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,11,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,12,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,13,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,14,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,15,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,16,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,17,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,18,13 Oct. 2017,2017,,,,1,0
tv series,Super Monsters,6214876,1,19,13 Oct. 2017,2017,6.6,,,1,0
tv series,Super Monsters,6214876,1,20,13 Oct. 2017,2017,6.4,,,1,0
tv series,Super Monsters,6214876,2,1,5 Oct. 2018,2018,7,,,1,0
tv series,Super Monsters,6214876,2,2,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,3,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,4,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,5,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,6,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,7,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,8,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,9,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,10,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,11,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,2,12,5 Oct. 2018,2018,,,,1,0
tv series,Super Monsters,6214876,3,0,7 Dec. 2018,2018,6.2,10,28,1,0
tv series,Super Monsters,6214876,3,1,4 Oct. 2019,2019,,,,1,0
tv series,Super Monsters,6214876,3,2,4 Oct. 2019,2019,,,,1,0
tv series,Super Monsters,6214876,3,3,4 Oct. 2019,2019,,,,1,0
tv series,Super Monsters,6214876,3,4,4 Oct. 2019,2019,,,,1,0
tv series,Super Monsters,6214876,3,5,4 Oct. 2019,2019,,,,1,0
tv series,Super Monsters,6214876,3,6,4 Oct. 2019,2019,,,,1,0
tv series,Big Mouth,6524350,1,1,29 Sep. 2017,2017,7.4,1504,26,1,0
tv series,Big Mouth,6524350,1,2,29 Sep. 2017,2017,7.6,1322,25,1,0
tv series,Big Mouth,6524350,1,3,29 Sep. 2017,2017,7.5,1223,27,1,0
tv series,Big Mouth,6524350,1,4,29 Sep. 2017,2017,7.6,1135,27,1,0
tv series,Big Mouth,6524350,1,5,29 Sep. 2017,2017,8.2,1207,27,1,0
tv series,Big Mouth,6524350,1,6,29 Sep. 2017,2017,7.1,1098,27,1,0
tv series,Big Mouth,6524350,1,7,29 Sep. 2017,2017,7.4,1034,27,1,0
tv series,Big Mouth,6524350,1,8,29 Sep. 2017,2017,8.2,1128,26,1,0
tv series,Big Mouth,6524350,1,9,29 Sep. 2017,2017,7.8,1034,26,1,0
tv series,Big Mouth,6524350,1,10,29 Sep. 2017,2017,7.8,1011,27,1,0
tv series,Big Mouth,6524350,2,1,5 Oct. 2018,2018,7.6,879,25,1,0
tv series,Big Mouth,6524350,2,2,5 Oct. 2018,2018,8.1,855,26,1,0
tv series,Big Mouth,6524350,2,3,5 Oct. 2018,2018,8.1,831,26,1,0
tv series,Big Mouth,6524350,2,4,5 Oct. 2018,2018,7.8,781,26,1,0
tv series,Big Mouth,6524350,2,5,5 Oct. 2018,2018,7.6,946,26,1,0
tv series,Big Mouth,6524350,2,6,5 Oct. 2018,2018,8,758,26,1,0
tv series,Big Mouth,6524350,2,7,5 Oct. 2018,2018,7.4,716,26,1,0
tv series,Big Mouth,6524350,2,8,5 Oct. 2018,2018,8.5,816,26,1,0
tv series,Big Mouth,6524350,2,9,5 Oct. 2018,2018,8.2,718,26,1,0
tv series,Big Mouth,6524350,2,10,5 Oct. 2018,2018,8.5,782,27,1,0
tv series,Big Mouth,6524350,3,1,8 Feb. 2019,2019,8.1,868,46,1,0
tv series,Big Mouth,6524350,3,2,4 Oct. 2019,2019,7.8,638,,1,0
tv series,Big Mouth,6524350,3,3,4 Oct. 2019,2019,7.5,582,,1,0
tv series,Big Mouth,6524350,3,4,4 Oct. 2019,2019,7.8,534,,1,0
tv series,Big Mouth,6524350,3,5,4 Oct. 2019,2019,8.2,584,,1,0
tv series,Big Mouth,6524350,3,6,4 Oct. 2019,2019,8.1,522,,1,0
tv series,Big Mouth,6524350,3,7,4 Oct. 2019,2019,7.4,585,,1,0
tv series,Big Mouth,6524350,3,8,4 Oct. 2019,2019,8.1,501,,1,0
tv series,Big Mouth,6524350,3,9,4 Oct. 2019,2019,7.8,479,,1,0
tv series,Big Mouth,6524350,3,10,4 Oct. 2019,2019,7.8,506,,1,0
tv series,Big Mouth,6524350,3,11,4 Oct. 2019,2019,8.3,525,,1,0
tv series,Big Mouth,6524350,4,1,2020,,,,,1,0
tv series,Big Mouth,6524350,5,1,2021,,,,,1,0
tv series,Big Mouth,6524350,6,1,2022,,,,,1,0
tv series,All for Love,10347886,1,1,7 Jan. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,2,8 Jan. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,3,9 Jan. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,4,10 Jan. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,5,2020,,,,,0,1
tv series,All for Love,10347886,1,6,2020,,,,,0,1
tv series,All for Love,10347886,1,7,2020,,,,,0,1
tv series,All for Love,10347886,1,8,2020,,,,,0,1
tv series,All for Love,10347886,1,9,2020,,,,,0,1
tv series,All for Love,10347886,1,10,2020,,,,,0,1
tv series,All for Love,10347886,1,11,2020,,,,,0,1
tv series,All for Love,10347886,1,12,2020,,,,,0,1
tv series,All for Love,10347886,1,13,2020,,,,,0,1
tv series,All for Love,10347886,1,14,2020,,,,,0,1
tv series,All for Love,10347886,1,15,2020,,,,,0,1
tv series,All for Love,10347886,1,16,2020,,,,,0,1
tv series,All for Love,10347886,1,17,2020,,,,,0,1
tv series,All for Love,10347886,1,18,2020,,,,,0,1
tv series,All for Love,10347886,1,19,2020,,,,,0,1
tv series,All for Love,10347886,1,20,2020,,,,,0,1
tv series,All for Love,10347886,1,21,2020,,,,,0,1
tv series,All for Love,10347886,1,22,2020,,,,,0,1
tv series,All for Love,10347886,1,23,2020,,,,,0,1
tv series,All for Love,10347886,1,24,2020,,,,,0,1
tv series,All for Love,10347886,1,25,2020,,,,,0,1
tv series,All for Love,10347886,1,26,2020,,,,,0,1
tv series,All for Love,10347886,1,27,2020,,,,,0,1
tv series,All for Love,10347886,1,28,2020,,,,,0,1
tv series,All for Love,10347886,1,29,2020,,,,,0,1
tv series,All for Love,10347886,1,30,2020,,,,,0,1
tv series,All for Love,10347886,1,31,2020,,,,,0,1
tv series,All for Love,10347886,1,32,2020,,,,,0,1
tv series,All for Love,10347886,1,33,2020,,,,,0,1
tv series,All for Love,10347886,1,34,2020,,,,,0,1
tv series,All for Love,10347886,1,35,2020,,,,,0,1
tv series,All for Love,10347886,1,36,2020,,,,,0,1
tv series,All for Love,10347886,1,37,2020,,,,,0,1
tv series,All for Love,10347886,1,38,2020,,,,,0,1
tv series,All for Love,10347886,1,39,2020,,,,,0,1
tv series,All for Love,10347886,1,40,2020,,,,,0,1
tv series,All for Love,10347886,1,41,2020,,,,,0,1
tv series,All for Love,10347886,1,42,2020,,,,,0,1
tv series,All for Love,10347886,1,43,2020,,,,,0,1
tv series,All for Love,10347886,1,44,2020,,,,,0,1
tv series,All for Love,10347886,1,45,2020,,,,,0,1
tv series,All for Love,10347886,1,46,2020,,,,,0,1
tv series,All for Love,10347886,1,47,2020,,,,,0,1
tv series,All for Love,10347886,1,48,2020,,,,,0,1
tv series,All for Love,10347886,1,49,2020,,,,,0,1
tv series,All for Love,10347886,1,50,2020,,,,,0,1
tv series,All for Love,10347886,1,51,2020,,,,,0,1
tv series,All for Love,10347886,1,52,2020,,,,,0,1
tv series,All for Love,10347886,1,53,2020,,,,,0,1
tv series,All for Love,10347886,1,54,2020,,,,,0,1
tv series,All for Love,10347886,1,55,2020,,,,,0,1
tv series,All for Love,10347886,1,56,2020,,,,,0,1
tv series,All for Love,10347886,1,57,2020,,,,,0,1
tv series,All for Love,10347886,1,58,2020,,,,,0,1
tv series,All for Love,10347886,1,59,2020,,,,,0,1
tv series,All for Love,10347886,1,60,2020,,,,,0,1
tv series,All for Love,10347886,1,61,10 Apr. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,62,13 Apr. 2020,2020,,,,0,1
tv series,All for Love,10347886,1,63,14 Apr. 2020,2020,,,,0,1
tv series,The Valhalla Murders,9100822,1,1,13 Mar. 2020,2020,7.1,290,,0,1
tv series,The Valhalla Murders,9100822,1,2,13 Mar. 2020,2020,7.3,253,,0,1
tv series,The Valhalla Murders,9100822,1,3,13 Mar. 2020,2020,7.4,236,,0,1
tv series,The Valhalla Murders,9100822,1,4,13 Mar. 2020,2020,7.3,228,,0,1
tv series,The Valhalla Murders,9100822,1,5,13 Mar. 2020,2020,7.2,218,,0,1
tv series,The Valhalla Murders,9100822,1,6,13 Mar. 2020,2020,7.4,212,,0,1
tv series,The Valhalla Murders,9100822,1,7,13 Mar. 2020,2020,7.8,208,,0,1
tv series,The Valhalla Murders,9100822,1,8,13 Mar. 2020,2020,7.8,221,,0,1
tv series,Rita,1973692,1,1,9 Feb. 2012,2012,7.5,149,,1,1
tv series,Rita,1973692,1,2,16 Feb. 2012,2012,7.4,116,,1,1
tv series,Rita,1973692,1,3,23 Feb. 2012,2012,7.5,106,,1,1
tv series,Rita,1973692,1,4,1 Mar. 2012,2012,7.4,100,,1,1
tv series,Rita,1973692,1,5,8 Mar. 2012,2012,7.8,91,,1,1
tv series,Rita,1973692,1,6,15 Mar. 2012,2012,7.9,100,,1,1
tv series,Rita,1973692,1,7,22 Mar. 2012,2012,7.6,89,,1,1
tv series,Rita,1973692,1,8,29 Mar. 2012,2012,7.9,86,,1,1
tv series,Rita,1973692,2,1,11 Sep. 2013,2013,8.1,86,,1,1
tv series,Rita,1973692,2,2,18 Sep. 2013,2013,7.9,71,42,1,1
tv series,Rita,1973692,2,3,25 Sep. 2013,2013,7.5,69,40,1,1
tv series,Rita,1973692,2,4,2 Oct. 2013,2013,7.9,72,41,1,1
tv series,Rita,1973692,2,5,9 Oct. 2013,2013,7.9,68,42,1,1
tv series,Rita,1973692,2,6,16 Oct. 2013,2013,8,69,42,1,1
tv series,Rita,1973692,2,7,23 Oct. 2013,2013,8,73,41,1,1
tv series,Rita,1973692,2,8,30 Oct. 2013,2013,7.9,75,40,1,1
tv series,Rita,1973692,3,1,16 Mar. 2015,2015,7.7,75,,1,1
tv series,Rita,1973692,3,2,23 Mar. 2015,2015,7.8,70,,1,1
tv series,Rita,1973692,3,3,30 Mar. 2015,2015,7.4,70,,1,1
tv series,Rita,1973692,3,4,6 Apr. 2015,2015,8.3,76,,1,1
tv series,Rita,1973692,3,5,13 Apr. 2015,2015,7.7,68,,1,1
tv series,Rita,1973692,3,6,20 Apr. 2015,2015,7.7,64,,1,1
tv series,Rita,1973692,3,7,27 Apr. 2015,2015,7.8,63,,1,1
tv series,Rita,1973692,3,8,11-May-15,2015,8.2,74,,1,1
tv series,Rita,1973692,4,1,21 Aug. 2017,2017,7.4,72,,1,1
tv series,Rita,1973692,4,2,28 Aug. 2017,2017,7.4,63,,1,1
tv series,Rita,1973692,4,3,4 Sep. 2017,2017,7.8,64,,1,1
tv series,Rita,1973692,4,4,11 Sep. 2017,2017,7.8,59,,1,1
tv series,Rita,1973692,4,5,18 Sep. 2017,2017,8.1,60,,1,1
tv series,Rita,1973692,4,6,25 Sep. 2017,2017,7.7,57,,1,1
tv series,Rita,1973692,4,7,2 Oct. 2017,2017,7.6,57,,1,1
tv series,Rita,1973692,4,8,9 Oct. 2017,2017,8.3,68,,1,1
tv series,Rita,1973692,5,1,1 Jun. 2020,2020,8,9,,1,1
